id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
37380,Handy to Brisbane Airport,161432,Ann,,Wavell Heights,-27.39613,153.05249,Entire home/apt,218,3,78,2025-11-02,0.50,2,305,22,
79050,"Your little ""crash pad"" or ""man cave""",373745,Duncan,,Woolloongabba,-27.49316,153.03877,Private room,63,3,439,2023-01-28,2.46,1,41,0,
325029,Sunny Home - 2 Bed & Deck,1564865,Roge,,West End,-27.48294,153.0108,Entire home/apt,271,2,211,2025-10-28,1.76,2,58,14,
458131,Classic Queenslander - 3 bedrooms,654019,Sue,,Fairfield - Dutton Park,-27.50951,153.02559,Entire home/apt,,14,2,2014-10-12,0.01,1,0,0,
468726,"Near the city By the river Close to UQ, Milton",2318421,Bell,,Auchenflower,-27.47546,153.00183,Entire home/apt,252,2,24,2025-01-27,0.15,5,274,1,
469007,Nice Room in Large Homely Residence,2328120,Peter,,Rocklea - Acacia Ridge,-27.59141,153.04508,Private room,51,2,56,2025-07-22,0.35,1,215,1,
472661,"Riverview, near Brisbane City ,",2318421,Bell,,Auchenflower,-27.475202560424805,153.00164794921875,Entire home/apt,286,2,28,2025-07-05,0.19,5,256,1,
500965,Family 3 Bedroom with aircon bedrooms,2471742,Albert,,Spring Hill,-27.46281,153.03009,Entire home/apt,527,3,125,2024-02-17,0.90,4,1,0,
540583,"Room 1 A room, a home a place to stay/base",2656870,Carol,,Riverhills,-27.56106,152.90842,Private room,50,1,440,2025-11-07,4.25,2,334,35,
554438,Tarragindi Airbnb 2 bedroom 1 bath,2725619,Andrea,,Tarragindi,-27.53652,153.04888,Private room,200,5,137,2023-06-23,0.84,5,337,0,
624126,Spacious 2BR  unit– 5 Min Walk Convention Centre,127135,Jan,,South Brisbane,-27.4781,153.01814,Entire home/apt,300,3,325,2025-10-03,2.01,1,123,20,
720741,Beautiful Suburban Acreage,2710969,Ming,,Rochedale - Burbank,-27.56861,153.13671,Private room,102,1,36,2025-08-22,0.83,2,363,5,
754266,Great House in the City Centre 1,3968712,Nancy,,Spring Hill,-27.46249,153.02234,Private room,103,90,29,2016-10-29,0.18,2,365,0,
938653,Brisbane CBD - Close to Everything,5070129,Jo,,Spring Hill,-27.46112,153.02605,Private room,101,2,48,2025-10-26,0.31,1,287,5,
964597,Great House in the City Centre 2,3968712,Nancy,,Spring Hill,-27.46428,153.02368,Private room,85,90,12,2015-10-09,0.08,2,365,0,
1090129,"Lone Pine Retreat - Bright and airy, pets welcome",5989897,Kate,,Enoggera,-27.4316,152.98991,Entire home/apt,162,2,115,2025-08-08,0.78,3,290,10,
1430137,Valley room with private courtyard,4967480,Rowan,,Fortitude Valley,-27.4568,153.03356,Private room,100,3,342,2025-10-21,2.30,3,96,35,
1442705,2 bedroom apartment in leafy suburb,7746724,Karen,,Kenmore,-27.51136,152.93874,Entire home/apt,175,7,57,2025-10-20,0.46,3,71,7,
1479909,The Heart of South Bank,6509735,Alex N Rhonda,,South Brisbane,-27.47838,153.02295,Private room,131,3,65,2024-05-20,0.44,1,0,0,
1563394,Charming Room in heart of West End,8318402,Paula,,West End,-27.48153,153.01052,Private room,,5,88,2024-06-30,0.59,1,0,0,
1661593,Riverfront home near the Story Bridge,9131552,Mimi,,Kangaroo Point,-27.46927,153.03663,Entire home/apt,439,2,314,2025-11-09,2.22,1,117,46,
1915788,2nd Large room in granny flat in contempory house,6281110,Aman,,Highgate Hill,-27.48877,153.01613,Private room,74,1,36,2025-10-24,0.25,2,338,9,
1956005,Bardon Sanctuary - leafy outlook - close to city,10109943,Shaktiprem,,Bardon,-27.4548,152.98152,Entire home/apt,191,3,24,2024-11-23,0.21,2,226,1,
1963513,Stay on Q. Central location- Gabba,10144784,Jennifer,,Woolloongabba,-27.49379,153.03969,Entire home/apt,140,2,623,2025-11-06,4.49,2,206,66,
1971015,"Lambert House, City Luxury, Sleeps 16",4206298,Jennifer,,Kangaroo Point,-27.47584,153.03825,Entire home/apt,700,28,9,2024-12-10,0.07,20,194,1,
1995240,Bright Fortitude Valley room,4967480,Rowan,,Fortitude Valley,-27.45737,153.03524,Private room,82,3,305,2025-10-07,2.10,3,4,40,
2047494,Self contained apartment in Toowong,10496579,Pam,,Toowong,-27.48082,152.98409,Entire home/apt,147,2,291,2025-11-05,2.02,1,223,19,
2194081,Quiet & Cosy Unit,11190102,Coral,,Aspley,-27.36883,153.03581,Private room,75,1,326,2025-05-17,2.28,1,222,22,
2233834,Brisbane Warehouse Apartment CBD 2Bd 2Bath parking,11403501,Dal,,Brisbane City,-27.46328,153.03009,Entire home/apt,283,2,233,2025-10-26,1.66,1,210,26,
2357039,Cosy 1bed in Fortitude Valley - FREE Parking,9604456,Julie-Anne,,Fortitude Valley,-27.45973,153.03149,Entire home/apt,140,1,643,2025-10-28,8.14,1,239,82,
2401148,"Light, Bright private and Central",12271060,Anne,,Highgate Hill,-27.4871,153.01316,Entire home/apt,113,3,25,2017-09-09,0.18,1,3,0,
2407018,Garden Flat - Great Location,11558462,Kevin,,West End,-27.48716,153.0045,Entire home/apt,77,14,233,2025-11-02,1.65,1,194,8,
2441703,StayonQ Central location-Gabba & PAH,10144784,Jennifer,,Woolloongabba,-27.49176,153.03755,Entire home/apt,201,1,479,2025-11-06,3.40,2,237,49,
2443646,"3 bedroom Family Friendly Home, Fairfield 4103",2626196,Trevor,,Fairfield - Dutton Park,-27.50837,153.01883,Entire home/apt,250,4,4,2018-04-13,0.03,1,107,0,
2489606,Apartment in Paddington,7366474,Michele,,Paddington - Milton,-27.46573,153.00056,Entire home/apt,143,3,319,2024-11-10,2.73,1,71,0,
2587898,Windsor Cosy Cottage,13251310,David Andrew,,Windsor,-27.44092,153.03377,Private room,73,2,4,2017-12-07,0.03,1,346,0,
2804936,Chill Camp Hill,14348626,Tracey,,Camp Hill,-27.49103,153.06873,Entire home/apt,425,10,108,2025-08-02,0.78,7,76,5,
3186758,Blue Moon Beach House,15546129,Helen,,Moreton Island,-27.18021,153.37491,Entire home/apt,499,4,66,2025-10-27,0.48,1,272,4,
3586293,"Stunning, new Bayside apartment",17892744,Harold,,Manly - Lota,-27.45799,153.18196,Private room,1000,1,2,2015-12-29,0.02,1,270,0,
3730528,Manly Garden Home at Moreton Bay,16354288,Dr. Barbara,,Manly West,-27.4702,153.16399,Entire home/apt,155,3,348,2025-10-25,2.56,2,222,28,
3916092,Hawthorne on the Park,14348626,Tracey,,Hawthorne,-27.4647,153.06119,Entire home/apt,345,10,73,2025-11-02,0.55,7,96,8,
4025665,Chic Master in Brisbane's Oasis,20194687,Dongliang,,Robertson,-27.5608,153.05313,Private room,58,60,1,2024-01-06,0.04,1,87,0,
4085109,LUXURY garden townhouse in WEST END,21146791,Mark,,West End,-27.48206,153.0105,Entire home/apt,126,3,342,2025-11-02,2.52,2,247,27,
4113315,Self-Contained Private Large Room With Ensuite,21154841,Melanie,,Morningside - Seven Hills,-27.47393,153.07338,Private room,90,2,123,2025-10-02,0.91,1,329,9,
4114318,LUXURY top level townhouse WEST END,21146791,Mark,,West End,-27.48217,153.01025,Entire home/apt,135,3,257,2025-11-09,1.97,2,245,20,
4167586,CBD Prestige Executive Residence on Anzac Square,18427776,Theresa,,Brisbane City,-27.466686248779297,153.02633666992188,Entire home/apt,272,90,35,2020-06-28,0.26,1,256,0,
4219392,Green Gables Auchenflower,9411528,Ian,,Auchenflower,-27.47618,152.99905,Entire home/apt,340,2,30,2025-02-23,0.22,2,365,1,
4307428,large Character home with City views,22359640,Djamel,,Annerley,-27.51876,153.03627,Entire home/apt,950,5,11,2021-01-07,0.09,1,313,0,
4312753,Guest Suite & Bathroom Inner City Queenslander,14178599,Tracey,,Chelmer - Graceville,-27.51721,152.98,Private room,,3,15,2025-06-02,0.11,1,0,7,
4345451,Cosy Cottage in Camp Hill - pet friendly,11744773,Joanna,,Camp Hill,-27.48848,153.0688,Entire home/apt,123,2,155,2025-10-29,1.19,1,221,16,
4366414,Tara's place-Gabba Apartment,22664598,Tara,,Woolloongabba,-27.48661,153.03552,Entire home/apt,121,3,177,2025-10-19,2.04,2,216,22,
4413353,"best location@west BNE, private flat, fully Equi",22529411,Yin-Sheng,,St Lucia,-27.5002427,152.9989127,Entire home/apt,129,28,1,2025-09-22,0.59,1,136,1,
4424291,Large private room & desk in large inner city home,6123236,Jo,,Wooloowin - Lutwyche,-27.42416,153.03589,Private room,85,2,136,2025-10-10,1.04,1,350,11,
4449006,"Inner city, homely, family friendly, green space",22588581,Louise,,West End,-27.48595,153.0075,Private room,55,2,233,2025-11-09,1.75,1,21,34,
4485914,Stay in a piece of Brisbane history -The Marisa,23275306,Marisa,,East Brisbane,-27.47929,153.04762,Private room,155,2,31,2025-08-23,0.25,2,318,9,
4497228,STUNNING TROPICAL OASIS,6827017,John A,,Wooloowin - Lutwyche,-27.41571,153.04683,Entire home/apt,530,1,201,2025-08-15,1.52,3,341,5,
4504156,Contemporary sunny Queenslander with lots to offer,23359237,Barry,,Kelvin Grove - Herston,-27.44951,153.00802,Private room,122,2,275,2025-11-08,2.06,1,72,30,
4514939,Guest Room - Queen Bedroom,10400335,Clint,,Indooroopilly,-27.50335,152.97411,Private room,96,1,0,,,1,365,0,
4536021,"Large House 9m pool stroll restaurants, train, bus",111896338,Alex,,Morningside - Seven Hills,-27.47054,153.06565,Entire home/apt,234,7,48,2025-10-11,0.36,1,48,5,
4559017,"Self-cont Garden Studio, mins CBD Hospitals Unis",2051439,Malcolm Hugh,,Tarragindi,-27.51793,153.03811,Entire home/apt,80,28,40,2025-09-06,0.30,1,270,1,
4559417,Bardon Bed & Breakfast - Blue Room,23637504,Zoe And Bruce,,Bardon,-27.44954,152.98541,Private room,83,3,39,2024-12-04,0.31,3,14,1,
4561268,Bardon Bed & Breakfast -Green Room,23637504,Zoe And Bruce,,Bardon,-27.44959,152.98529,Private room,95,3,98,2025-08-27,0.79,3,39,10,
4567085,Lge Airconditioned Apartment close to 3 Hospitals,23673774,Dianne,,Greenslopes,-27.5092,153.0518,Entire home/apt,110,3,7,2025-08-19,0.05,2,350,1,
4583661,Luxury Warehouse,7619620,Anastasia,,Brisbane City,-27.463286828436523,153.0326574117237,Entire home/apt,294,6,4,2025-10-25,0.38,1,335,4,
4609151,Quiet New Farm  Studio Unit in leafy street,23882799,Ruby + Anee,,New Farm,-27.47077,153.04656,Entire home/apt,,3,219,2025-11-02,2.44,1,123,24,
4632153,"All you need: Best Value,Quality AC RM,Close 2 CBD",1422218,Efrat,,West End,-27.48268,153.00562,Private room,84,180,90,2021-07-23,0.69,2,365,0,
4689408,TOOWONG?? TOO RIGHT!!,11895235,Valma,,Toowong,-27.48395,152.98041,Private room,45,3,22,2025-10-18,0.50,2,55,7,
4710371,Bardon gorgeous home mins to CBD Suncorp & cafes,23470100,Margo,,Bardon,-27.4654,152.99032,Private room,158,2,54,2025-09-06,0.42,1,227,8,
4851708,TADPOLES' RETREAT - A Sleeman Competitors' Fav,4661694,Donna,,Belmont - Gumdale,-27.49532,153.15732,Entire home/apt,131,2,392,2025-10-10,2.97,1,74,44,
4868382,"Annerley Abode - spacious flat, cosy, convenient",25042192,Ruth,,Annerley,-27.51624,153.02825,Entire home/apt,193,2,95,2025-10-30,2.68,1,116,25,
4958434,Modern townhouse with pool and gym,10144106,Jennifer,,Sherwood,-27.53212,152.98932,Private room,104,2,201,2025-11-04,1.52,1,100,27,
4966443,Greenslopes Hospital garden flat,3288516,,,Coorparoo,-27.50371,153.05345,Entire home/apt,150,4,115,2025-10-19,0.87,1,265,11,
4976424,Kenmore Cottage - feel at home,24959316,Lisa And Peter,,Kenmore,-27.51116,152.92796,Entire home/apt,115,2,147,2025-10-31,1.19,1,324,15,
5021803,Luxurious private room with ensuite,23125742,Brian (& Marie),,Balmoral,-27.45627,153.06482,Private room,205,1,13,2025-02-16,0.10,2,235,1,
5034187,Modern tree house with views,25987888,Jeremy,,Bardon,-27.47044,152.9881,Entire home/apt,179,2,89,2025-10-08,0.80,1,301,21,
5107368,Self contained studio near CBD & Suncorp Stadium,26392068,David,,Paddington - Milton,-27.4678,153.01029,Private room,133,2,221,2025-11-02,1.69,1,81,28,
5137002,5 Star - 2 Bdrm Inner Nth City Apt,8739346,Ben,,Clayfield,-27.4251,153.05116,Entire home/apt,203,8,48,2025-10-05,0.37,2,297,4,
5175595,Stylish & Inner City at Roma Street Parklands,22600993,Shireen,,Brisbane City,-27.46304,153.01711,Entire home/apt,,2,52,2017-10-24,0.40,1,0,0,
5289258,2 BEDROOMS IN QUIET PRIVATE HOME/WIFI/FREE PARKING,15841468,Hana,,Everton Park,-27.39798,152.99182,Entire home/apt,143,2,51,2024-01-26,0.39,2,138,0,
5319764,Elegant fully restored 25ft 1950's Vintage Caravan,27549387,Justin,,Paddington - Milton,-27.46173,152.9921,Entire home/apt,105,2,53,2025-09-08,0.52,2,314,11,
5349762,Feels like a treehouse!,27727175,Storm,,Moorooka,-27.528789520263672,153.022705078125,Private room,102,4,28,2025-07-21,0.22,2,224,1,
5356680,Modern Studio & Spa Ten Minutes to Airport and CBD,27768238,Tess,,Wooloowin - Lutwyche,-27.42011,153.04257,Entire home/apt,141,1,947,2025-11-02,7.28,1,309,93,
5433952,Toowong - Studio Suite,11895235,Valma,,Toowong,-27.48519,152.98024,Entire home/apt,65,2,59,2025-11-09,0.58,2,280,14,
5449953,"Private Courtyard & Deck, Airport 15 min,City 3km",21702754,Natasha,,Kelvin Grove - Herston,-27.44577,153.01259,Private room,,3,81,2024-11-18,0.63,3,0,1,
5713278,1 bedroom in Holland Park,14150625,Andrew,,Holland Park,-27.52332,153.07533,Private room,,1,1,2024-04-08,0.05,1,0,0,
5729406,The Palms on James street,18059596,Greg And Lyn,,New Farm,-27.4588,153.04218,Entire home/apt,600,4,23,2025-08-12,0.18,1,14,3,
5785772,West End Studio 5,13975073,Craig,,West End,-27.48307,153.00602,Entire home/apt,149,2,260,2025-08-13,2.02,2,296,8,
5825472,"Spacious, comfortable room in family home",30237661,Pam,,Mansfield (Qld),-27.54289,153.10408,Private room,61,3,111,2025-09-28,0.87,1,317,14,
5917644,Private one bedroom with a view,24786618,Sanjaya,,Chapel Hill,-27.50345,152.96036,Private room,37,7,86,2025-10-25,0.76,1,40,8,
6057106,Modern Luxury in Ageless Woolstore - Teneriffe,10878333,Rebecca,,Newstead - Bowen Hills,-27.45921,153.04911,Entire home/apt,336,1,46,2024-04-12,1.21,1,277,0,
6091857,Cosy room close to all you need,27743337,Chedi,,Newmarket,-27.43691580737247,153.00877574338304,Private room,280,1,0,,,1,365,0,
6097266,Family house in Manly village,30827059,John,,Manly - Lota,-27.45383,153.18288,Entire home/apt,711,6,2,2018-01-10,0.02,1,64,0,
6189062,Chic Kangaroo Point Cliff Apartment,9043526,Nguyet,,Kangaroo Point,-27.48266,153.03342,Entire home/apt,230,90,56,2024-05-07,0.44,2,305,0,
6216472,1 Bedroom at Great Location for City and Airport,20226123,Lani,,Nundah,-27.4083,153.05854,Private room,60,7,55,2025-10-27,0.43,1,170,10,
6251389,Secure 1 Bedroom unit Tastefully Decorated,23673774,Dianne,,Greenslopes,-27.50884,153.05334,Entire home/apt,110,3,3,2025-08-27,0.05,2,71,2,
6267867,Beautiful Cottage inner city perfect for kids,20283058,Jessica Helen,,Greenslopes,-27.50535774230957,153.04400634765625,Entire home/apt,144,8,9,2024-03-30,0.07,2,199,0,
6281479,Southside Home - Cozy&Clean (Female Only),32632050,Michelle,,Eight Mile Plains,-27.57321,153.08938,Private room,74,3,41,2024-12-09,0.32,1,364,1,
6430368,"Great for families, Equipped kitchen, Bkfst inclu.",33560874,Jackson & Kathryn,,Algester,-27.62273,153.02301,Entire home/apt,124,5,250,2025-11-06,2.26,1,244,17,
6565539,4brm - The Old Church Brisbane City,4008638,Scott,,Paddington - Milton,-27.46481,153.01082,Entire home/apt,484,2,476,2025-10-24,3.74,1,102,49,
6731259,"Spacious, views, art, plants+walk to Suncorp",35252339,Julie Alana,,Red Hill (Qld),-27.45717,153.00926,Entire home/apt,161,3,166,2025-11-02,1.32,1,343,13,
6753965,Studio/Apartment,35249337,Maud,,Kedron - Gordon Park,-27.41278,153.02937,Entire home/apt,159,5,95,2023-05-02,0.75,1,37,0,
6797141,Kates Place,20969399,Judy And Tony,,Kedron - Gordon Park,-27.40191,153.03349,Entire home/apt,99,2,367,2025-10-31,2.90,1,199,42,
6959551,Stylish & spacious Brisbane Inner City Apartment,1475909,Kristal,,East Brisbane,-27.48885,153.04606,Entire home/apt,152,3,79,2025-11-09,0.63,1,12,10,
6964757,Brisbane CBD Apartment on Queen,20554834,Guo Qing,,Brisbane City,-27.46241,153.03113,Entire home/apt,182,3,110,2025-07-21,0.89,2,308,12,
7095721,Felix 374 Apartment Hotel is for you!,37192864,Joanne,,Brisbane City,-27.47018,153.02891,Entire home/apt,296,2,216,2025-09-25,1.72,1,9,5,
7182557,"Walk UQ, 7mins S/bank,10 mins city",12008817,Kerry,,Fairfield - Dutton Park,-27.50648,153.02827,Entire home/apt,208,28,121,2025-10-23,1.00,1,221,9,
7204768,Spacious Queen Room w/ AirCon • Near Brisbane CBD,37377564,Chris,,Ashgrove,-27.44287,152.99465,Private room,92,3,98,2025-11-02,0.79,2,107,18,
7481401,WHOLE QUIET 2 BEDROOM HOUSE;  FREE WIFI & PARKING,15841468,Hana,,Everton Park,-27.39804,152.99291,Entire home/apt,140,2,76,2025-10-30,0.64,2,227,14,
7520267,"Carina Heights:Fully self contained,Town House.",39408404,Margaret,,Carina Heights,-27.5011,153.09048,Entire home/apt,150,28,38,2025-05-25,0.31,1,272,4,
7548360,"Unit 2, Mountjoy Terrace Manly",28597821,Debbie,,Manly - Lota,-27.4522,153.1814,Entire home/apt,133,1,565,2025-10-27,4.54,2,255,76,
7564790,SANDY with lovely BETTY and BILLY.,39661554,Sandra,,Taigum - Fitzgibbon,-27.34185,153.03469,Private room,73,2,19,2025-01-09,0.16,1,330,2,
7588889,Beachy spacious homely pad,34264588,Fi,,Nundah,-27.40634,153.06416,Entire home/apt,159,14,48,2025-08-30,0.39,1,121,7,
7972932,Hawthorne large room with ensuite,42073763,Kathryn,,Hawthorne,-27.46332550048828,153.05636596679688,Private room,,3,23,2024-05-19,0.19,1,0,0,
8044352,"Townhouse, Single Room, modern facilities, pool",42471981,Helen,,Mount Gravatt,-27.53113,153.09292,Private room,,2,201,2025-09-03,1.81,1,129,18,
8176295,Homely House with two Gentleman,20747076,Shayne,,Kedron - Gordon Park,-27.41457,153.03011,Private room,71,365,0,,,1,365,0,
8257735,"Tropical Paradise, self contained, near Hospitals",502388,Edwina,,Greenslopes,-27.51125,153.05526,Private room,85,5,86,2025-11-05,0.70,1,257,11,
8311262,Bella Bulimba,14348626,Tracey,,Balmoral,-27.45298,153.06229,Entire home/apt,375,12,62,2023-01-27,0.52,7,109,0,
8357700,"Highpoint Lodge, Teneriffe, Brisbane",24806776,Richard,,Newstead - Bowen Hills,-27.45514,153.04443,Entire home/apt,154,2,343,2025-10-26,2.78,2,323,29,
8372181,Westmont RM 7 Queen: No cleaning fees! Discounted!,43728758,Clarry,,West End,-27.47913,153.01157,Private room,,28,48,2025-08-29,0.43,14,0,9,
8378174,Self Contained  1 Bedroom Unit with own entrance,20405574,Brenda,,Wooloowin - Lutwyche,-27.40908,153.04795,Entire home/apt,137,1,335,2025-10-24,2.72,1,190,46,
8444726,Westmont Rm 13 Queen: No cleaning fees!,43728758,Clarry,,West End,-27.47857,153.01045,Private room,,28,26,2025-06-30,0.21,14,0,1,
8444970,Central West End RM 2 Queen: Clean and cosy!,43728758,Clarry,,West End,-27.47884,153.01074,Private room,,28,12,2025-03-28,0.10,14,0,3,
8487144,Big Sale! Westmont West End Rm 3 Double: Reduced!,43728758,Clarry,,West End,-27.47846,153.01028,Private room,,28,60,2025-08-08,0.50,14,34,5,
8487566,Westmont Rm4: King or Twin. Discounted rate!,43728758,Clarry,,West End,-27.48079,153.01178,Private room,,28,50,2025-10-06,0.44,14,0,5,
8487656,Westmont RM 1 Single: Cosy in Central West End!,43728758,Clarry,,West End,-27.48059,153.01164,Private room,,28,44,2025-06-20,0.43,14,0,5,
8487848,Westmont RM 6 Queen: No cleaning fees! Discounted!,43728758,Clarry,,West End,-27.47922,153.01245,Private room,,28,36,2024-10-02,0.30,14,0,0,
8487924,Westmont RM 12 King or Twin: Massive Discount!,43728758,Clarry,,West End,-27.47882,153.01252,Private room,,28,35,2025-03-20,0.32,14,0,3,
8506401,Big Sale! West End RM 8 Queen: Reduced!,43728758,Clarry,,West End,-27.47985,153.01077,Private room,,28,36,2025-11-02,0.40,14,2,8,
8506478,Big Sale! Westmont Rm 9 Queen: Reduced!,43728758,Clarry,,West End,-27.47924,153.01044,Private room,,28,35,2025-10-22,0.30,14,4,5,
8506560,Central West End RM 10 Queen: Balcony with a view!,43728758,Clarry,,West End,-27.47919,153.01246,Private room,,28,49,2025-10-28,0.42,14,3,4,
8508884,Westmont Rm 11 Queen: Comfort for couples!,43728758,Clarry,,West End,-27.47993,153.01186,Private room,,28,22,2025-10-21,0.22,14,13,1,
8509094,Westmont RM 5 Queen: No cleaning fees!,43728758,Clarry,,West End,-27.47853,153.01239,Private room,,28,22,2025-09-19,0.19,14,0,4,
8509198,Big Sale! Westmont Rm 14 Single: Reduced!,43728758,Clarry,,West End,-27.47927,153.01037,Private room,,28,20,2024-03-26,0.16,14,0,0,
8527258,"Parkside Living Close to UQ, St Peters, Ironside",35175430,Simon,,Indooroopilly,-27.50371,152.98714,Entire home/apt,,90,47,2021-10-18,0.39,1,0,0,
8829497,Alpaca View at Sunnybank,40361691,Cena,,Sunnybank,-27.5792,153.06539,Private room,75,1,198,2025-10-25,3.75,2,261,46,
8830243,Spacious CBD 3 Bedroom Apartment,43468137,Quest,,Brisbane City,-27.47168,153.02465,Hotel room,693,1,59,2025-08-29,0.49,4,293,6,
8833997,Absolute luxury riverside living in inner Brisbane,29265685,Deborah,,West End,-27.48358,153.00006,Entire home/apt,212,5,114,2025-08-13,0.95,1,110,12,
8974486,"Milton Mews Blue Townhouse - Auchenflower, pets",4206298,Jennifer,,Auchenflower,-27.47319,152.98895,Entire home/apt,280,28,16,2025-05-12,0.13,20,332,2,
9033959,2 Bed Apartment. Level 32.,47155022,Nader,,Brisbane City,-27.47233,153.02786,Private room,145,180,3,2015-11-11,0.02,1,363,0,
9177257,Cosy & Fully Contained 1 Bed Apartment,47756591,Zachary,,Seventeen Mile Rocks - Sinnamon Park,-27.55685,152.94203,Entire home/apt,114,14,49,2025-10-17,1.02,2,31,8,
9189368,Luxury living in Kangaroo Point,29618609,Peter,,Kangaroo Point,-27.46823,153.03592,Private room,,2,332,2025-06-09,2.85,4,0,7,
9202679,Studio Apartment Taringa - Close to CBD & UQ,4020194,Dave,,Taringa,-27.49101,152.9808,Entire home/apt,,5,130,2025-09-06,1.08,2,4,14,
9224682,Brookfield Cottage - Discount Available,46537783,Tessa,,Brookfield - Kenmore Hills,-27.49249,152.90592,Entire home/apt,115,21,35,2024-12-02,0.29,1,73,1,
9417386,Peaceful Queenslander room with private bathroom,32452441,Selby,,Mitchelton,-27.42033,152.97491,Private room,109,2,61,2025-10-25,0.85,1,160,33,
9501463,Spacious room for Female,4652567,Ling Linda,,Calamvale - Stretton,-27.62944,153.04067,Private room,46,2,28,2025-10-04,0.25,1,317,5,
9576889,Fresh Apartment – Short Walk to Westfield,27611418,Milly,,Chermside,-27.386934581447576,153.0276582017541,Entire home/apt,186,1,157,2025-11-10,3.90,1,303,57,
9579054,Kick back in the private bush spa!,2725619,Andrea,,Tarragindi,-27.53607,153.04726,Private room,139,3,76,2025-09-22,0.63,5,316,5,
9579378,Tarragindi Air bnb 4 bedroom 2 bath,2725619,Andrea,,Tarragindi,-27.53707,153.04733,Private room,247,4,85,2025-07-30,0.70,5,278,9,
9579701,Leafy and Private river precinct,2472909,Suzanne,,Yeronga,-27.51391,153.00561,Entire home/apt,,7,168,2025-07-08,1.39,1,112,7,
9601934,Fab 4 bedroom clean & comfy - owner operated,49675364,Christine,,Highgate Hill,-27.48919,153.02046,Entire home/apt,350,7,23,2025-10-13,0.92,1,63,16,
9616814,"All you need 2:Best Value,Quality AC RM,Close 2CBD",1422218,Efrat,,West End,-27.48281,153.00595,Private room,120,300,7,2018-05-14,0.06,2,365,0,
9653665,Queenslander studio close to PA Hospital &Qld Uni,49905123,Colin,,Annerley,-27.50215,153.03017,Private room,128,42,26,2025-10-24,0.21,1,269,5,
9699846,Spacious Townhouse in Red Hill,50090114,Jeanette,,Red Hill (Qld),-27.45426,153.00134,Entire home/apt,165,4,91,2025-10-30,0.75,1,271,10,
9718180,Bamboo Bedsit - Modern 1 br Studio,7123706,Mathew Scott,,Nundah,-27.40132,153.06741,Entire home/apt,146,2,35,2018-12-23,0.29,1,326,0,
9737507,Amazing room and private bathroom,41670158,Catalina,,St Lucia,-27.49282,153.00808,Private room,120,30,0,,,1,365,0,
9737751,Large room in granny flat in contemporary house,6281110,Aman,,Highgate Hill,-27.48661,153.01756,Private room,74,1,51,2025-08-17,0.43,2,330,4,
9760246,Breathtaking river & mountain views apartment,50335024,Ying,,South Brisbane,-27.4728,153.01293,Entire home/apt,226,2,28,2025-11-09,1.34,1,313,22,
9843481,"Super stylish and central, with a view!",50684660,Gertrude St,,Highgate Hill,-27.4886531829834,153.01905822753906,Entire home/apt,140,4,130,2025-09-28,1.08,1,62,3,
9865051,Across River To CityCentre Entire Unit 24/7 Entry.,24388357,Liz,,Kangaroo Point,-27.481325149536133,153.0355682373047,Entire home/apt,141,4,601,2025-11-09,4.98,1,201,41,
9883008,1BD Lovely Entire Self-contained Apartment,50845468,Fiona,,Auchenflower,-27.47912,152.99816,Entire home/apt,234,4,39,2025-07-27,0.35,19,56,1,
9884660,Cool Flat - 2 Bed & Office,1564865,Roge,,West End,-27.48294,153.0108,Entire home/apt,219,2,105,2025-10-10,0.87,2,28,14,
9889768,"Mountainview, near Brisbane city",2318421,Bell,,Auchenflower,-27.47528,153.002,Entire home/apt,284,2,8,2017-10-22,0.07,5,274,0,
9915797,"""Atrio"" - 2 Bed 2 Bath, Super Location!",50980594,Craig,,Fortitude Valley,-27.45983,153.03777,Entire home/apt,285,3,22,2025-10-22,0.19,8,332,4,
9942796,Yeerongpilly Delight -  large private space,47583678,David And Marget,,Yeronga,-27.52322,153.02345,Private room,100,2,95,2025-10-28,0.79,1,149,16,
9960256,Peaceful Retreat - Garden Suite (2 Bed),51181578,Kelly,,Kenmore,-27.51167,152.95092,Entire home/apt,209,1,51,2025-11-02,0.45,2,67,12,
9999610,"""Sailors Rest"" Holiday House",51369897,Anita,,Manly - Lota,-27.47347,153.19283,Entire home/apt,281,21,15,2024-09-15,0.13,4,157,0,
10090617,Brisbane CBD 2BR modern apartment,3613317,Abbey,,Brisbane City,-27.47133,153.02666,Entire home/apt,184,1,238,2025-09-13,1.99,1,139,30,
10094306,Beaulieu Large Single Level Home with Pool,14348626,Tracey,,Carindale,-27.521299060969163,153.11463218182325,Entire home/apt,429,12,28,2025-07-22,1.75,7,109,17,
10111991,Southbank Apartments Luxury City Pad- New list,19623110,Marge,,South Brisbane,-27.48208,153.02889,Entire home/apt,130,56,2,2025-04-29,0.02,1,206,1,
10124000,"Private Urban Oasis: 3 min to RBWH, 3.5km to CBD",51952289,Clarissa,,Windsor,-27.42837,153.03042,Entire home/apt,158,2,38,2025-10-27,1.75,1,60,18,
10176515,Manly Peninsular Holiday House,51369897,Anita,,Manly - Lota,-27.47347,153.19075,Entire home/apt,276,3,6,2025-09-26,0.17,4,165,1,
