id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1471509570442461587,Deluxe Room with Balcony Views,364658063,Prateek Laxman,,Nundah,-27.40596,153.06127,Private room,95,30,0,,,1,56,0,
1471522861561264134,West End Flat with Pool and BBQ Access,654230224,Ryan,,West End,-27.48317,153.00004,Entire home/apt,219,3,3,2025-09-05,0.92,8,315,3,
1471565370193175152,Bright 2-Bed New Farm Apartment with Private Patio,663835278,Ryan,,New Farm,-27.4585873,153.0437478,Entire home/apt,207,3,6,2025-11-01,1.94,7,6,6,
1471576239697860954,New Farm Apartment with Balcony & City Views,663835278,Ryan,,New Farm,-27.4585873,153.0437478,Entire home/apt,176,3,8,2025-11-05,2.22,7,6,8,
1471892916757998753,Stylish New Farm Apartment with Courtyard,663835278,Ryan,,New Farm,-27.4585873,153.0437478,Entire home/apt,174,3,11,2025-10-19,3.20,7,0,11,
1471901961599260800,Family-Friendly 3-Bed Apartment in New Farm,663835278,Ryan,,New Farm,-27.45859,153.04375,Entire home/apt,350,3,5,2025-11-02,1.56,7,10,5,
1471965720824335101,4BR Luxury Skytower |Views|CBD|Pool|Gym|Netflix,45576200,Benjamin Michael,,Brisbane City,-27.47196,153.02892,Entire home/apt,987,1,0,,,18,0,0,
1472022563961991542,Room in a Beautiful Queenslander House!,322882403,Ava,,Sandgate - Shorncliffe,-27.31953,153.05984,Private room,119,1,0,,,2,365,0,
1472031306544977358,Luxury James Street 2-Storey Townhouse,537963586,Daniel,,Fortitude Valley,-27.45708,153.03855,Entire home/apt,251,1,3,2025-10-17,1.41,57,328,3,
1472040619590265989,Stylish CBD Studio ~ Short Walk to Hospitals & CBD,78924442,Lee,,Spring Hill,-27.46232,153.02461,Entire home/apt,128,1,11,2025-10-13,3.20,291,359,11,
1472136585435009659,Stylish 2BR | Spacious | Pool | Central | Walkable,54554287,Angela,,Red Hill (Qld),-27.455814837749678,153.00668882883602,Entire home/apt,160,1,21,2025-11-08,6.56,2,30,21,
1472213623094842921,Stay at the Point,252192332,Katrina,,Kangaroo Point,-27.48264,153.03689,Entire home/apt,360,2,12,2025-11-10,3.64,1,133,12,
1472259034885892882,River Views & Stylish Stay at Portside Wharf,537963586,Daniel,,Eagle Farm - Pinkenba,-27.4395096,153.0708578,Entire home/apt,187,1,4,2025-11-02,1.46,57,335,4,
1472369968070825235,Cozy unit CBD river View Spa,49825105,Andrew,,Fortitude Valley,-27.46117,153.03301,Entire home/apt,193,1,2,2025-11-07,2,21,0,2,
1472375529202189704,Family Home in Wynnum,25788083,Olivia,,Wynnum West - Hemmant,-27.45225,153.15802,Entire home/apt,212,1,0,,,1,106,0,
1472608997859062284,Premium Residence Queens Wharf with car park,10687550,Marc Kai,,Brisbane City,-27.4744997,153.0254809,Entire home/apt,370,2,4,2025-10-11,1.54,6,337,4,
1472764069966030967,Luxe | Spacious | Amazing views | Walk everywhere,573724072,Tahirih,,Brisbane City,-27.4718535,153.0288312,Entire home/apt,261,1,12,2025-10-29,4.39,1,105,12,
1472874124732491193,Windsor Retreat with City Views,45384413,Wade,,Windsor,-27.43243,153.02663,Entire home/apt,177,2,6,2025-10-31,1.80,1,246,6,
1472903529076446960,"Stylish 2BR w/ Huge Gym, Infinity Pool & Parking",78924442,Lee,,Fortitude Valley,-27.45656,153.03091,Entire home/apt,195,1,8,2025-10-26,2.42,291,358,8,
1473137651611212878,Walk to Sunnybank Market Square|2B2B luxe retreat,679689965,Yuqi,,Sunnybank,-27.57356,153.06142,Entire home/apt,151,1,11,2025-10-26,3.24,4,116,11,
1473543204145848445,Nice- cosy self-contained Unit,693067405,Agnes,,Newstead - Bowen Hills,-27.45342,153.04171,Entire home/apt,170,3,0,,,2,67,0,
1473569588275609336,Granadilla st 超大间2张床走路到公交站商场 G2,153694453,Song,,Macgregor (Qld),-27.56944,153.06991,Private room,84,1,14,2025-10-24,4.04,23,237,14,
1473572321534205780,Granadilla st 两张超大单人床走路到商场公交站 G3,153694453,Song,,Macgregor (Qld),-27.56981,153.07159,Private room,85,1,11,2025-11-02,3.30,23,242,11,
1473677364044413436,Shared home within 17kms of CBD,691007800,Binh Thanh,,Darra - Sumner,-27.5699,152.95427,Private room,66,1,6,2025-09-29,1.71,3,324,6,
1473687117193166629,Granadilla st queen bed for couple 独立附属公寓 G5,153694453,Song,,Macgregor (Qld),-27.57157,153.06991,Entire home/apt,,1,9,2025-11-08,2.81,23,256,9,
1473714871782912497,UQ 带泳池公寓单间 Q2,153694453,Song,,St Lucia,-27.49561,153.00628,Private room,86,2,7,2025-10-18,2.80,23,352,7,
1473792424133500106,Top Floor! 2Bed/2Bath/1Car/Pool/Views ~ CBD,3384506,Andy,,Brisbane City,-27.47162,153.0275,Entire home/apt,353,7,10,2025-11-02,3.03,132,42,10,
1474298641693043637,Queen Room in Taringa near UQ/City,2766837,Liesl,,Taringa,-27.490989474289766,152.98383686177678,Private room,85,1,1,2025-09-18,0.55,4,8,1,
1474417808962891931,Shared home within 17kms of CBD,691007800,Binh Thanh,,Darra - Sumner,-27.56984,152.95485,Private room,67,1,2,2025-10-06,0.98,3,89,2,
1474420931097384208,Shared home within 17kms of CBD,691007800,Binh Thanh,,Darra - Sumner,-27.57004,152.95442,Private room,68,1,3,2025-10-19,0.98,3,365,3,
1474899608234308033,Cozy room in Kelvin Grove,568851348,Auguste,,Kelvin Grove - Herston,-27.45309680513555,153.01040176315885,Private room,90,1,2,2025-08-31,0.63,2,361,2,
1474999961994354579,Brisbane River View Spa pool Gym,49825105,Andrew,,Fortitude Valley,-27.46156,153.03335,Entire home/apt,225,1,26,2025-11-05,7.65,21,246,26,
1475018480502414108,Spacious guest room with queen bed,710056860,Anna,,Carina,-27.4928990071452,153.1129064180854,Private room,90,2,4,2025-08-16,1.22,1,339,4,
1475037903297186126,Arts & Nightlife Paradise | Rooftop Pool+Balcony,97177917,Olivia,,Fortitude Valley,-27.45497,153.03233,Entire home/apt,265,2,15,2025-11-06,4.74,135,148,15,
1475086634891842746,Private Bedroom I in the sky,345455535,Tatjana,,Brisbane City,-27.47248,153.02775,Private room,120,2,4,2025-11-01,2.79,23,150,4,
1475093845446611899,Incredible Park Views in the CBD,6781587,Kevin,,Brisbane City,-27.464108,153.0184596,Entire home/apt,248,7,0,,,1,320,0,
1475114779566416526,City-View Apartment in Spire w/ Pool & Gym,537963586,Daniel,,Brisbane City,-27.4630079,153.0311843,Entire home/apt,243,1,3,2025-10-19,0.96,57,341,3,
1475213441066068393,130sqm Spacious & Elegant Teneriffe 2BR + Balcony,658365391,Merlan,,Newstead - Bowen Hills,-27.45987,153.04804,Entire home/apt,273,20,5,2025-10-12,1.74,1,168,5,
1475277329477390573,Granadilla st 走路10分钟到商场公交站单人房 G1,153694453,Song,,Macgregor (Qld),-27.56966,153.06967,Private room,60,2,4,2025-11-02,2.11,23,253,4,
1475596236361960789,近city 近机场的可爱地方 @布里斯班-clayfield,703226088,Lina,,Clayfield,-27.41642,153.05626,Private room,101,1,28,2025-11-04,8.48,1,71,28,
1475655934808251328,Stylish 1bd apartment CBD,94200112,Aleja,,Brisbane City,-27.4628136,153.0325811,Entire home/apt,147,1,21,2025-11-03,6.24,2,349,21,
1475697885660281898,Barramul on the Park with Pool & Gym Access,205431023,Alessio,,Bulimba,-27.454599445118173,153.05578289810154,Entire home/apt,256,1,1,2025-09-28,0.67,26,305,1,
1475739624211560427,Lovely room with private ensuite,594712419,Hai,,Darra - Sumner,-27.56895,152.94883,Private room,66,1,2,2025-09-27,0.66,5,343,2,
1475770758538274792,"Gorgeous City Views 3BR Apt w/ Parking, Pool & Gym",704372283,Raiden,,South Brisbane,-27.474673764901958,153.01455382448728,Entire home/apt,349,2,6,2025-10-27,2.20,1,284,6,
1475847380435307339,Queen Room,106197157,Jiaoyang,,East Brisbane,-27.48616,153.04278,Private room,90,1,7,2025-10-26,2.19,19,304,7,
1475880213603836532,Quaint Queenslander in Annerley,39963667,Tye,,Annerley,-27.51617,153.03205,Entire home/apt,301,2,0,,,20,192,0,
1475915566622560010,Sweet and nice room with ensuite,594712419,Hai,,Darra - Sumner,-27.56828,152.95035,Private room,66,1,19,2025-10-27,5.53,5,354,19,
1475988287085046668,Cozy value 5 BBR  / Family / Group House,680869902,Min-Yu,,Robertson,-27.56301,153.06101,Entire home/apt,,2,0,,,2,135,0,
1476409842716553523,"Sweet! 1Bed, 1Bath, 1Car, VIEWS ~ CBD",3384506,Andy,,Brisbane City,-27.46273,153.03257,Entire home/apt,247,7,18,2025-10-31,5.57,132,9,18,
1476445765792477995,Grand Luxe Oasis | Prime Location | Balcony&Patio,492088766,Olivia,,Sunnybank,-27.58702,153.06538,Entire home/apt,354,2,8,2025-10-26,2.58,28,343,8,
1476686879851840142,Sunny St Lucia Stay/ 5 Beds & Free Parking,106436754,Yorke,,St Lucia,-27.49472,152.99533,Entire home/apt,250,2,2,2025-08-18,0.62,28,95,2,
1476693626689517971,Entire 2 bedroom apartment + lock up garage,789405,Rhys,,West End,-27.48434,153.00631,Entire home/apt,182,1,24,2025-11-10,8.28,1,172,24,
1477251157560140935,Stylish Stay with Balcony in Heart of Gabba,537963586,Daniel,,Woolloongabba,-27.4975218,153.0366961,Entire home/apt,165,1,0,,,57,335,0,
1477314265442114867,Private Room near shopping mall,46245315,Yazhou,,Wishart,-27.56160882100697,153.0930394255256,Private room,84,7,4,2025-09-11,1.18,18,295,4,
1477827091482016662,Clean Private Room Steps from UQ,703453665,Kai,,St Lucia,-27.49653,153.00579,Private room,69,1,0,,,2,340,0,
1477905928248179664,Amazon artistry bed & bfast 3,576196548,Toan,,Upper Kedron - Ferny Grove,-27.426807077772892,152.91962083429098,Private room,81,1,3,2025-11-08,3,4,166,3,
1477908368670338249,Stylish 3BR ~ Huge Park on Doorstep ~ 5 min to CBD,78924442,Lee,,Brisbane City,-27.46346,153.01908,Entire home/apt,276,1,6,2025-10-06,1.96,291,334,6,
1477986801439833892,Central Bowen Hills Stay,663835278,Ryan,,Newstead - Bowen Hills,-27.452208,153.0365009,Entire home/apt,190,3,2,2025-09-09,0.63,7,337,2,
1477987315157423845,Studio with Balcony Access in Central Bowen Hills,663835278,Ryan,,Newstead - Bowen Hills,-27.45221,153.0365,Entire home/apt,138,3,1,2025-08-18,0.35,7,352,1,
1478001852752991122,Bedroom with Queen size bed,193625323,Justin,,Toowong,-27.480048075575745,152.98691298270685,Private room,101,1,11,2025-11-02,3.88,1,285,11,
1478045028336319684,Wake Up to Brisbane Views,710898739,Rajnish,,Brisbane City,-27.4726809,153.0282074,Private room,193,1,1,2025-08-09,0.32,1,345,1,
1478090122958578756,Kangaroo Point 2-Bed Flat with Gym & Pool,654230224,Ryan,,Kangaroo Point,-27.4767228,153.0395434,Entire home/apt,151,3,3,2025-10-03,1.06,8,342,3,
1478096269115650433,Oaks River suits Resort style,49825105,Andrew,,Brisbane City,-27.47063,153.03023,Entire home/apt,247,1,8,2025-10-05,2.76,21,349,8,
1478155461275003879,"Bright & Airy 2BR Walk to Shops & Cafes, Amenities",529803387,Ya-Ting,,Spring Hill,-27.4601257,153.0231326,Entire home/apt,222,1,2,2025-09-07,0.63,10,0,2,
1478489380145253945,Luxury Apt w/ Rooftop Views,123696009,Chalerm,,South Brisbane,-27.47250114842187,153.01418694375667,Entire home/apt,200,2,0,,,1,270,0,
1478697231295402706,Cozy room with private ensuite,594712419,Hai,,Darra - Sumner,-27.57034,152.94831,Private room,69,1,14,2025-10-26,4.88,5,247,14,
1478754008779396139,NEW LUX Queens Wharf Riverview with Pool/Gym/Sauna,97507276,Tsz Ho,,Brisbane City,-27.474110784199716,153.02583573007055,Entire home/apt,,1,11,2025-10-28,3.59,6,267,11,
1478797551996597352,Private Room w/ Bath & Desk,15011671,Danielle,,Fortitude Valley,-27.45838,153.03782,Private room,96,3,4,2025-10-24,2.93,1,230,4,
1479255782622267075,"4 Bedroom House in Drewvale, Brisbane",423808555,Mathew,,Parkinson - Drewvale,-27.653308857925307,153.05295058052522,Entire home/apt,,2,0,,,1,139,0,
1479262292227456495,Skyline Retreat: Brisbane’s Best + Parking,388389985,Timothy,,Brisbane City,-27.47125,153.02766,Entire home/apt,263,2,21,2025-11-09,6.70,3,303,21,
1479265570547904010,"Chic Inner City Base - Sky Tower Pool, Gym",39963667,Tye,,Brisbane City,-27.471712176049436,153.02890341728926,Entire home/apt,279,2,5,2025-10-19,1.88,20,255,5,
1479530790524166102,Japanese theme Queen Wharf w/ River &Mountain View,710507442,Ilana,,Brisbane City,-27.474638945972814,153.02554327994585,Entire home/apt,267,1,10,2025-10-23,3.19,2,308,10,
1479672846768770623,Central South Brisbane Apartment with Pool & Gym,537963586,Daniel,,South Brisbane,-27.4743881,153.0159218,Entire home/apt,213,1,3,2025-10-24,1.76,57,273,3,
1479761489432498223,"Oriental Elegance 2BR with Pool, Gym, Study &Views",710507442,Ilana,,Brisbane City,-27.474499733644006,153.02548091858625,Entire home/apt,393,1,6,2025-09-30,1.91,2,319,6,
1480107313392124848,"The Airport Stop Modern, 15min to Brisbane City",205431023,Alessio,,Northgate - Virginia,-27.39607872860216,153.07570914083274,Entire home/apt,466,1,1,2025-10-12,1,26,306,1,
1480154220875469477,"Brisbane Skystay - City&River Views, Pool&Gym",440656298,Eduardo,,Brisbane City,-27.4718535,153.0288312,Entire home/apt,195,2,12,2025-11-02,4.14,1,97,12,
1480182525346381685,Stunning Family Pool Home|Central Brisbane,93271399,Ryan & Eniko,,Morningside - Seven Hills,-27.45973,153.07792,Entire home/apt,535,7,3,2025-09-25,1.30,15,47,3,
1480285818102279815,Modern 1Bed 1Bath InnerCity w/ Carpark,56413968,Isabelle,,South Brisbane,-27.47621,153.01403,Private room,111,2,4,2025-11-04,1.58,2,4,4,
1481191543905145518,Inala Contemporary Home,696129561,Babatunde,,Inala - Richlands,-27.582614121383084,152.96663355650944,Entire home/apt,189,2,5,2025-10-14,1.67,1,346,5,
1481439402616562969,Edgar House - 4bd/3bth/PETS! 1.6km to CBD,192212534,Billy,,East Brisbane,-27.48656,153.05039,Entire home/apt,360,28,0,,,13,260,0,
1481502290964261789,Perfect room,542174327,Danna,,Coorparoo,-27.49723,153.0597,Private room,115,1,0,,,1,358,0,
1481506861412851293,Twilight Nest Near Westfield/Bus &Airport,247871914,Ling & Jeff,,Chermside,-27.389861909210584,153.03747089094952,Private room,91,1,14,2025-10-08,5.00,8,149,14,
1481547907224282549,Dreamy 2BR Escape Framed by City and Art,405875528,Shang,,South Brisbane,-27.47455,153.01672,Entire home/apt,313,2,2,2025-10-06,0.90,40,135,2,
1481562803568171141,3mins walk to shopping centre&city buses (room2),80799612,Guo,,Runcorn,-27.593044314893415,153.08746354508398,Private room,68,1,5,2025-10-22,1.56,6,212,5,
1481582836539746822,"Mesmerising views 2BR Apt/Free Parking,Pool,Gym",696536142,Cheuk Hei Jake,,Brisbane City,-27.46623,153.03117,Entire home/apt,,1,20,2025-11-04,7.32,4,343,20,
1481593952780379182,Studio 40,351430664,Lauchlan,,Wynnum West - Hemmant,-27.4422681,153.1528789,Private room,96,1,9,2025-11-09,2.81,1,332,9,
1481608236759082850,Luxe 4BR Loft in Valley w/ Rooftop Tce & Parking,537963586,Daniel,,Fortitude Valley,-27.457288,153.0344397,Entire home/apt,253,1,1,2025-10-27,1,57,319,1,
1481659133571088916,Cosy Granny Flat at Tarragindi,172478194,Vaiee-Turisa Raven,,Tarragindi,-27.52617,153.05282,Private room,134,1,2,2025-08-19,0.64,2,57,2,
1481704114727490038,Stunning Riverview CBD resort,49825105,Andrew,,Fortitude Valley,-27.461769269912345,153.03439330631335,Entire home/apt,246,1,26,2025-11-10,13.22,21,238,26,
1481725661313579669,Edino Place,711712261,Eddy,,Sunnybank Hills,-27.5939111,153.0587056,Entire home/apt,249,2,7,2025-11-02,2.47,1,267,7,
1482212838605970157,Toowong Home w/ Breathtaking City Views!,161494797,Mengjiao,,Toowong,-27.47444029783645,152.98819444603274,Entire home/apt,370,2,0,,,16,52,0,
1482214129055631257,Flatiron Vista—Urban Resort near River & Nightlife,519005019,Rudi And Ish,,Fortitude Valley,-27.4569858,153.0317688,Entire home/apt,143,2,0,,,38,334,0,
1482338375157255847,Luxury Historic Landmark ‘Holdgate’s Cottage’,204217268,The Luxury Penthouse Collection,,Spring Hill,-27.4604167,153.0205501,Entire home/apt,520,1,6,2025-11-02,1.89,2,79,6,
1482341909616030043,Spacious & Leafy w/ Pool & Parking ~ Walk to River,78924442,Lee,,Newstead - Bowen Hills,-27.45836,153.04931,Entire home/apt,194,1,7,2025-11-02,3.00,291,304,7,
1482385430810974296,Lovely sharing room#1 in stretton for female only,102948132,Shuyi,,Calamvale - Stretton,-27.63101,153.06039,Private room,51,2,2,2025-09-21,0.81,2,338,2,
1482401279177240263,Capri - Executive 1BR in Fortitude Valley plus par,189844977,Angela,,Newstead - Bowen Hills,-27.4518309,153.0412128,Entire home/apt,168,2,1,2025-08-31,0.41,3,68,1,
1482509156492506628,Private room in Annerley,679722242,Hasan Hüseyin,,Annerley,-27.50563766549413,153.0298402602551,Private room,86,1,0,,,1,365,0,
1482638099118075982,Cozy room near Victoria Park,568851348,Auguste,,Kelvin Grove - Herston,-27.454164396942364,153.01030168351994,Private room,86,1,1,2025-08-13,0.33,2,357,1,
1482911484105664834,Resort living in Milton,47057148,Catherine,,Paddington - Milton,-27.46991,153.00594,Entire home/apt,169,2,12,2025-10-30,4.39,1,82,12,
1482931038727335536,L47 Queens Wharf Casino 1BR Apt,132413422,Mooru,,Brisbane City,-27.4744997,153.0254809,Entire home/apt,211,1,24,2025-11-02,8.18,2,332,24,
1482955625793252504,City Fringe Retreat  Parkland Views,205431023,Alessio,,Wooloowin - Lutwyche,-27.42179448773419,153.03081868346388,Entire home/apt,408,1,2,2025-09-24,0.71,26,318,2,
1483121793004365897,Premium City Escape • Stunning Skyline Views,440982491,Hong,,Spring Hill,-27.46013,153.02313,Entire home/apt,181,1,26,2025-11-10,8.86,1,115,26,
1483222806867976253,Downtown Luxury Stay by Wharf & Casino + Parking,249117946,Jie,,Brisbane City,-27.4744997,153.0254809,Entire home/apt,242,2,8,2025-10-23,3.08,6,20,8,
1483237190204095564,Pet-Friendly Renovated 4BR Home near Transport,73098514,Yan,,Kuraby,-27.604293599999977,153.08669501534425,Entire home/apt,260,4,2,2025-11-05,1.82,1,233,2,
1483563088818666672,Apartment in Morningside,712401797,Braxton,,Morningside - Seven Hills,-27.46393292922873,153.064065637967,Entire home/apt,,1,2,2025-10-25,2,1,238,2,
1483635946296399520,City Lights Apartment w/ Balcony + Pool Access,557157800,Ouyi,,Fortitude Valley,-27.4561038,153.0353568,Entire home/apt,215,1,2,2025-10-10,1.58,8,125,2,
1483640394588030065,"Queens Wharf Luxe Retreat -Brisbane CBD, Pool, Spa",23875919,Holly,,Brisbane City,-27.4744997,153.0254809,Entire home/apt,197,1,7,2025-11-03,2.39,20,301,7,
1483660992755054160,Modern Fully Furnished Studio,64554695,David,,Woolloongabba,-27.499159580000796,153.0377647653222,Entire home/apt,171,3,2,2025-10-18,1.58,1,338,2,
1483719835893559068,Stylish 4Bed 2.5Bath Queenslander · City & Cafés,100136931,Xiaoxin,,East Brisbane,-27.48793932294285,153.04333076852336,Entire home/apt,346,2,13,2025-11-02,4.33,2,202,13,
1483728586943020565,Resort style premium river views,49825105,Andrew,,Fortitude Valley,-27.46155,153.03293,Entire home/apt,320,1,1,2025-10-16,1,21,280,1,
1483747527650791091,Charming Paddington One bed unit. Walk to shops,261720324,Maria,,Paddington - Milton,-27.46155,153.00196,Entire home/apt,190,3,1,2025-10-05,0.79,1,88,1,
1483851022625855161,Four Bedroom Four Bathroom spacious home,699616601,Nimisha,,Kenmore,-27.522515597966102,152.93533930347124,Entire home/apt,795,30,0,,,1,56,0,
1483968724137721333,"Sea-View 3BR, Rooftop Pool, Secure Parking & Study",44463475,Andrina,,Wynnum,-27.443460491568587,153.1720215902459,Entire home/apt,,3,9,2025-11-11,3.33,3,26,9,
1484254867675757544,Room for 1 to Relax and Unwind,452348778,Avi,,Aspley,-27.367126072470157,153.03440248180868,Private room,74,1,4,2025-08-30,1.35,1,109,4,
1484437811957441404,Cute cottage on Kedron Brook. 7kms to Brisbane CBD,10338743,Helen,,Enoggera,-27.41103,152.99549,Entire home/apt,,3,1,2025-09-28,0.67,2,0,1,
1484500174845190182,Newly Built-Modern Studio Unit,131106007,Pamela,,Sunnybank Hills,-27.58883,153.05978,Private room,116,4,0,,,3,365,0,
1484621713109297456,Top Location Convenient City View Modern Living,523844737,Guangyu,,South Brisbane,-27.4743789,153.0159166,Entire home/apt,192,1,2,2025-11-09,2,23,85,2,
1484683764834934045,South Brisbane Inner City Living,665325048,Jinhong,,South Brisbane,-27.4789078,153.0144237,Entire home/apt,147,1,11,2025-11-02,4.46,2,54,11,
1485042359857640629,Modern Inner-City Retreat,7900629,Kieran,,Newstead - Bowen Hills,-27.445269477239624,153.02982713298542,Private room,110,1,9,2025-10-24,3.75,1,232,9,
1485064447253381495,30 Queens Wharf 1 BR Apartment - Brisbane,700826722,Chao,,Brisbane City,-27.47423317334124,153.02581349391784,Entire home/apt,191,2,2,2025-08-31,0.70,2,114,2,
1485086749840259425,20th Floor Fortitude Valley 2BR 1BA with Parking,661716709,Michelle,,Fortitude Valley,-27.458165580671658,153.0327156883041,Entire home/apt,257,1,3,2025-10-11,1.48,12,356,3,
1485132379483912504,A Comfy Family QLDr ~ 3Bed/2Bath/1Car ~ House,3384506,Andy,,East Brisbane,-27.49102,153.04504,Entire home/apt,351,7,4,2025-11-09,1.79,132,59,4,
1485249414912773020,Your Own Spot with Veranda & BBQ,652269670,Bengisu,,Moorooka,-27.53410015148443,153.0252293732236,Private room,59,1,1,2025-09-25,0.63,2,160,1,
1485371060110220850,Cozy 1 Bedroom 1 Bath Apartment - Q Stay,14898877,Danny,,Newstead - Bowen Hills,-27.4511795,153.0465219,Entire home/apt,311,2,0,,,4,198,0,
1485388621366031415,Comfy 1 Bedroom Holiday Unit in Newstead - Q Stay,14898877,Danny,,Newstead - Bowen Hills,-27.4511795,153.0465219,Entire home/apt,179,5,0,,,4,233,0,
1485427307859433911,"Studio in the heart of Milton, near Brisbane CBD",333332002,Alli,,Paddington - Milton,-27.4709002,153.0037094,Entire home/apt,113,2,9,2025-11-09,4.09,1,137,9,
1485464140721285070,Little Heaven,29926598,Yazeed,,Morningside - Seven Hills,-27.4677101,153.0752384,Private room,97,3,0,,,2,365,0,
1485477352990089999,Little Heavan,29926598,Yazeed,,Morningside - Seven Hills,-27.467642405418147,153.07518258690834,Private room,81,30,0,,,2,325,0,
1485782415837919350,"Resort Style 2BR w/ Beautiful Pool, Gym & Parking",78924442,Lee,,Fortitude Valley,-27.4527,153.0313,Entire home/apt,168,1,12,2025-10-26,4.29,291,245,12,
1485853256971482088,"High-Rise 2-Bed Apartment with Gym, BBQ & Pool",596037073,Ryan,,Brisbane City,-27.4719807,153.0267346,Entire home/apt,177,3,1,2025-08-17,0.34,14,322,1,
1485855334295024480,Chic City Stay-1BR + Pool & Free Parking,490286067,Fangzhou,,South Brisbane,-27.47512518166501,153.01653297596803,Entire home/apt,241,2,7,2025-11-01,3.68,11,334,7,
1485945562549715836,Cozy Studio Getaway in Oxley with Free Parking,106436754,Yorke,,Oxley (Qld),-27.5512943,152.9755551,Private room,141,2,0,,,28,112,0,
1485964094233223979,"King Bed, Close To Stadium & City",485387749,Sam,,Auchenflower,-27.47089,152.99906,Private room,64,1,5,2025-10-05,1.74,18,290,5,
1486039123048651383,Riverview apartment near Roma Street Station,3096849,Paul,,Brisbane City,-27.46615,153.0154,Entire home/apt,109,30,2,2025-10-01,0.92,1,48,2,
1486178580593062327,"Urban Valley Vibes, 2xBd, 2xBa, Parking, Balcony",63028156,George,,Fortitude Valley,-27.4556359,153.0336261,Entire home/apt,217,1,0,,,28,38,0,
1486506065692316909,Heritage Listed -1 Bedroom Adina,18635539,Jemi,,Brisbane City,-27.46707,153.02512,Entire home/apt,202,1,1,2025-09-28,0.67,8,354,1,
1486549425337621172,Minimalist Studio Escape,469195899,Yongquan,,South Brisbane,-27.4734693,153.0139055,Entire home/apt,192,2,6,2025-09-26,2.20,13,335,6,
1486611341147054063,Comfortable Single room,73126121,Anusha,,The Gap,-27.4514,152.94272,Private room,92,1,2,2025-10-18,0.91,2,314,2,
1486623338163746529,YOLO so BOTF to live newly renovated historic gem,238944124,Lisa,,East Brisbane,-27.47945,153.04258,Entire home/apt,438,2,1,2025-10-02,0.73,1,246,1,
1486671923398671975,HELIA - Beautiful West End Apt w parking and pool,157873105,Aaron,,West End,-27.4822569,153.0023728,Entire home/apt,216,2,5,2025-10-21,1.83,6,75,5,
1486687689145900315,Seednest Comfort  Convenience in CBD Core,713218810,Ran,,Brisbane City,-27.472,153.02691,Entire home/apt,152,2,0,,,1,322,0,
1486702681575171606,Stunning Helia Sanctuary - West End w parking and,157873105,Aaron,,West End,-27.4822569,153.0023728,Entire home/apt,,2,2,2025-09-18,0.70,6,72,2,
1486731943322427427,Stylish City Escape | Pool & Wi-Fi | Sleeps 6,549502819,Ali,,Fortitude Valley,-27.4567154,153.0317816,Entire home/apt,281,2,2,2025-11-09,0.88,1,238,2,
1486808798176308921,Stylish 1-Bedroom Apartment,549903835,Kate,,Fortitude Valley,-27.4575,153.03112,Entire home/apt,163,1,8,2025-11-04,3.12,4,69,8,
1486905960214491845,KozyGuru | Fortitude Valley | Stylish City Pad,35345357,MeiXiang,,Fortitude Valley,-27.4557,153.03145,Entire home/apt,129,1,8,2025-10-23,2.76,12,40,8,
1487322295235226542,Amazing city & river views level 37th Skytower,474305671,Yu,,Brisbane City,-27.47197423630452,153.02881188690662,Entire home/apt,304,2,9,2025-11-07,4.74,2,162,9,
1487322483195731286,Albion Breeze Pool Access Patio & City Convenience,205431023,Alessio,,Albion,-27.42753735655494,153.04255024914121,Entire home/apt,267,1,4,2025-10-23,2.00,26,305,4,
1487327957906068114,Stunning 1BR w/ Best Views & Fantastic Location!,78924442,Lee,,South Brisbane,-27.47409,153.01692,Entire home/apt,172,1,3,2025-10-09,1.18,291,352,3,
1487335930182766876,1BR Studio w/ Pool | Walk to South Bank & CBD,537963586,Daniel,,South Brisbane,-27.4709388,153.0159092,Entire home/apt,155,1,5,2025-11-03,1.88,57,342,5,
1487346305976973191,"Cosy 1-Bed, Parking & Near CBD",713400062,Kelly,,East Brisbane,-27.47976,153.0429,Entire home/apt,198,1,20,2025-10-28,7.59,2,157,20,
1487504233054282949,Amazing location in the City,160021169,Grant,,Fortitude Valley,-27.4537000795553,153.03112998604774,Private room,80,30,0,,,2,330,0,
1487507966518188207,River view-shared one bedroom Hamilton,671085037,Meier,,Hamilton (Qld),-27.43931,153.05198,Entire home/apt,143,2,0,,,1,175,0,
1487557900440009795,Spacious Modern Townhouse,49827991,Maria,,Doolandella,-27.61273,152.98398,Entire home/apt,193,3,5,2025-09-23,1.76,1,337,5,
1487579421375363146,Bardon Family Oasis - 10 mins to The City!,41510932,Laura,,Ashgrove,-27.44897,152.98315,Entire home/apt,280,2,0,,,1,9,0,
1487932208788490767,Oliva on Brookes—Chic Inner-City Escape with Pool,519005019,Rudi And Ish,,Fortitude Valley,-27.4540352,153.0390553,Entire home/apt,189,2,4,2025-10-28,1.74,38,277,4,
1487957026485939081,Inner-City 1BR Near Showgrounds,290687690,Dinesh,,Newstead - Bowen Hills,-27.4481518,153.0359022,Entire home/apt,120,1,10,2025-11-11,3.90,2,69,10,
